2026-09-26T13:18:03.0044794Z ##[group]Run chmod +x scripts/verify-16kb-alignment.sh
2026-09-26T13:18:03.0045316Z [36;1mchmod +x scripts/verify-16kb-alignment.sh[0m
2026-09-26T13:18:03.0045723Z [36;1m./scripts/verify-16kb-alignment.sh[0m
2026-09-26T13:18:03.0109112Z shell: /usr/bin/bash -e {0}
2026-09-26T13:18:03.0109451Z env:
2026-09-26T13:18:03.0109830Z   JAVA_HOME: /opt/hostedtoolcache/Java_Temurin-Hotspot_jdk/17.0.20-1/x64
2026-09-26T13:18:03.0110434Z   JAVA_HOME_17_X64: /opt/hostedtoolcache/Java_Temurin-Hotspot_jdk/17.0.20-1/x64
2026-09-26T13:18:03.0110944Z   GRADLE_ACTION_ID: gradle/actions/setup-gradle
2026-09-26T13:18:03.0111333Z   GRADLE_USER_HOME: /home/runner/.gradle
2026-09-26T13:18:03.0111699Z   GRADLE_BUILD_ACTION_SETUP_COMPLETED: true
2026-09-26T13:18:03.0112072Z   GRADLE_BUILD_ACTION_CACHE_RESTORED: true
2026-09-26T13:18:03.0112598Z   DEVELOCITY_INJECTION_INIT_SCRIPT_NAME: gradle-actions.inject-develocity.init.gradle
2026-09-26T13:18:03.0113169Z   DEVELOCITY_INJECTION_CUSTOM_VALUE: gradle-actions
2026-09-26T13:18:03.0113625Z   GITHUB_DEPENDENCY_GRAPH_ENABLED: false
2026-09-26T13:18:03.0113990Z   ANDROID_HOME: /usr/local/lib/android/sdk
2026-09-26T13:18:03.0114358Z   ANDROID_SDK_ROOT: /usr/local/lib/android/sdk
2026-09-26T13:18:03.0114801Z   ANDROID_NDK_HOME: /usr/local/lib/android/sdk/ndk/28.2.13676358
2026-09-26T13:18:03.0115217Z ##[endgroup]
2026-09-26T13:18:03.0236215Z === Android 16 KB Page-Size ELF Alignment Verification ===
2026-09-26T13:18:03.1426918Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/arm64-v8a/libretropack-runtime-fceumm.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1428552Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/arm64-v8a/libretropack-runtime-genesis.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1430060Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/arm64-v8a/libretropack-runtime-melonds.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1431566Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/arm64-v8a/libretropack-runtime-mupen64.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1433042Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/arm64-v8a/libretropack-runtime-pce.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1434541Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/arm64-v8a/libretropack-runtime-pcsx.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1436039Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/arm64-v8a/libretropack-runtime-ppsspp.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1437646Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/arm64-v8a/libretropack-runtime-snes9x.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1439119Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/arm64-v8a/libretropack-runtime.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1440571Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/x86_64/libretropack-runtime-fbneo.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1442079Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/x86_64/libretropack-runtime-fceumm.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1443849Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/x86_64/libretropack-runtime-genesis.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1445327Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/x86_64/libretropack-runtime-melonds.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1446810Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/x86_64/libretropack-runtime-mupen64.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1448485Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/x86_64/libretropack-runtime-pce.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1449925Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/x86_64/libretropack-runtime-pcsx.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1451401Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/x86_64/libretropack-runtime-ppsspp.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1452868Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/x86_64/libretropack-runtime-snes9x.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1454316Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/x86_64/libretropack-runtime.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1465866Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/arm64-v8a/libretropack-runtime-fbneo.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1467868Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/arm64-v8a/libretropack-runtime-fceumm.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1469543Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/arm64-v8a/libretropack-runtime-genesis.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1471145Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/arm64-v8a/libretropack-runtime-melonds.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1472727Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/arm64-v8a/libretropack-runtime-mupen64.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1474288Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/arm64-v8a/libretropack-runtime-pce.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1475829Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/arm64-v8a/libretropack-runtime-pcsx.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1477507Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/arm64-v8a/libretropack-runtime-ppsspp.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1479073Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/arm64-v8a/libretropack-runtime-snes9x.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1480585Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/arm64-v8a/libretropack-runtime.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1482083Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/x86_64/libretropack-runtime-fbneo.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1483577Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/x86_64/libretropack-runtime-fceumm.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1485083Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/x86_64/libretropack-runtime-genesis.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1486969Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/x86_64/libretropack-runtime-melonds.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1488625Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/x86_64/libretropack-runtime-mupen64.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1490136Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/x86_64/libretropack-runtime-pce.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1491629Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/x86_64/libretropack-runtime-pcsx.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1493134Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/x86_64/libretropack-runtime-ppsspp.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1494679Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/x86_64/libretropack-runtime-snes9x.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1496153Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/x86_64/libretropack-runtime.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1497379Z Successfully certified 140 native binaries for 16 KB page-size execution.
2026-09-26T13:18:03.1497940Z 16 KB page alignment certification complete.
