2026-09-26T13:12:18.0187357Z ##[group]Run chmod +x scripts/verify-16kb-alignment.sh
2026-09-26T13:12:18.0188101Z [36;1mchmod +x scripts/verify-16kb-alignment.sh[0m
2026-09-26T13:12:18.0188973Z [36;1m./scripts/verify-16kb-alignment.sh[0m
2026-09-26T13:12:18.0276469Z shell: /usr/bin/bash -e {0}
2026-09-26T13:12:18.0276972Z env:
2026-09-26T13:12:18.0277532Z   JAVA_HOME: /opt/hostedtoolcache/Java_Temurin-Hotspot_jdk/17.0.20-1/x64
2026-09-26T13:12:18.0278434Z   JAVA_HOME_17_X64: /opt/hostedtoolcache/Java_Temurin-Hotspot_jdk/17.0.20-1/x64
2026-09-26T13:12:18.0279223Z   GRADLE_ACTION_ID: gradle/actions/setup-gradle
2026-09-26T13:12:18.0279844Z   GRADLE_USER_HOME: /home/runner/.gradle
2026-09-26T13:12:18.0280386Z   GRADLE_BUILD_ACTION_SETUP_COMPLETED: true
2026-09-26T13:12:18.0280949Z   GRADLE_BUILD_ACTION_CACHE_RESTORED: true
2026-09-26T13:12:18.0281745Z   DEVELOCITY_INJECTION_INIT_SCRIPT_NAME: gradle-actions.inject-develocity.init.gradle
2026-09-26T13:12:18.0282595Z   DEVELOCITY_INJECTION_CUSTOM_VALUE: gradle-actions
2026-09-26T13:12:18.0283231Z   GITHUB_DEPENDENCY_GRAPH_ENABLED: false
2026-09-26T13:12:18.0283801Z   ANDROID_HOME: /usr/local/lib/android/sdk
2026-09-26T13:12:18.0284400Z   ANDROID_SDK_ROOT: /usr/local/lib/android/sdk
2026-09-26T13:12:18.0285154Z   ANDROID_NDK_HOME: /usr/local/lib/android/sdk/ndk/28.2.13676358
2026-09-26T13:12:18.0286036Z ##[endgroup]
2026-09-26T13:12:18.0456484Z === Android 16 KB Page-Size ELF Alignment Verification ===
2026-09-26T13:12:18.2342065Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/arm64-v8a/libretropack-runtime-fceumm.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2344867Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/arm64-v8a/libretropack-runtime-genesis.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2347880Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/arm64-v8a/libretropack-runtime-melonds.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2350678Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/arm64-v8a/libretropack-runtime-mupen64.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2353400Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/arm64-v8a/libretropack-runtime-pce.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2356315Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/arm64-v8a/libretropack-runtime-pcsx.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2359293Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/arm64-v8a/libretropack-runtime-ppsspp.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2362301Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/arm64-v8a/libretropack-runtime-snes9x.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2364946Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/arm64-v8a/libretropack-runtime.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2368128Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/x86_64/libretropack-runtime-fbneo.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2386038Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/x86_64/libretropack-runtime-fceumm.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2389295Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/x86_64/libretropack-runtime-genesis.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2392158Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/x86_64/libretropack-runtime-melonds.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2394805Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/x86_64/libretropack-runtime-mupen64.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2397732Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/x86_64/libretropack-runtime-pce.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2400294Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/x86_64/libretropack-runtime-pcsx.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2402913Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/x86_64/libretropack-runtime-ppsspp.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2405763Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/x86_64/libretropack-runtime-snes9x.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2408310Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/x86_64/libretropack-runtime.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2410937Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/arm64-v8a/libretropack-runtime-fbneo.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2413796Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/arm64-v8a/libretropack-runtime-fceumm.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2416944Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/arm64-v8a/libretropack-runtime-genesis.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2419612Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/arm64-v8a/libretropack-runtime-melonds.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2422280Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/arm64-v8a/libretropack-runtime-mupen64.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2424903Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/arm64-v8a/libretropack-runtime-pce.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2427649Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/arm64-v8a/libretropack-runtime-pcsx.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2430193Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/arm64-v8a/libretropack-runtime-ppsspp.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2432825Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/arm64-v8a/libretropack-runtime-snes9x.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2435480Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/arm64-v8a/libretropack-runtime.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2437905Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/x86_64/libretropack-runtime-fbneo.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2440383Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/x86_64/libretropack-runtime-fceumm.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2442903Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/x86_64/libretropack-runtime-genesis.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2445999Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/x86_64/libretropack-runtime-melonds.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2448717Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/x86_64/libretropack-runtime-mupen64.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2451153Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/x86_64/libretropack-runtime-pce.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2453776Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/x86_64/libretropack-runtime-pcsx.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2456743Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/x86_64/libretropack-runtime-ppsspp.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2459527Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/x86_64/libretropack-runtime-snes9x.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2462173Z ✅ PASS: template-apk/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/x86_64/libretropack-runtime.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:12:18.2463868Z Successfully certified 140 native binaries for 16 KB page-size execution.
2026-09-26T13:12:18.2464783Z 16 KB page alignment certification complete.
